symbol,archetype,history_start,history_end,history_years,data_readiness,financial_quality,earnings_quality,cash_flow_quality,balance_sheet,debt_liquidity,capital_efficiency,capital_allocation,dilution,accounting_consistency,forensic_findings_count,critical_findings,high_findings,medium_findings,deterioration_classification,value_trap,compounder_classification,valuation_status,base_iv,actual_mos,required_mos,mos_gate,final_decision,decision_reason
MIG,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,16492.511147194255,5.714782538465019,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
MKP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,28946.02672876023,7.07,43.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
MKV,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,81475.89866520283,85.3944538262794,30.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MLC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,COMPOUNDER,READY,106542.03930477792,75.03,40.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 75.0%) đạt/vượt Biên an toàn yêu cầu (40.0%).
MLS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,WATCH,PASS,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,AVERAGE_BUSINESS,READY,123020.61359723097,87.48,35.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (UNSTABLE_EARNINGS_HISTORY).
MML,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,31019.042623769623,13.92,41.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MNB,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,93015.60618052685,74.2,45.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
MND,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,17658.461281899185,43.37,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MPC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,10161.935513948605,-36.78,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, UNSTABLE_EARNINGS_HISTORY)."
MPT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MPY,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,49951.85182108565,70.77,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 70.8%) đạt/vượt Biên an toàn yêu cầu (35.0%).
MQB,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,10499.62562707519,51.43,50.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
MQN,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,WATCH,PASS,PASS,UNKNOWN,PASS,2,0,0,2,POSSIBLY_CYCLICAL,WATCH,POTENTIAL_COMPOUNDER,READY,372694.0283561811,94.66,40.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 94.7%) đạt/vượt Biên an toàn yêu cầu (40.0%).
MSB,BANK,2011,2025,15,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,18466.773325408212,29.874051238922988,30.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_BANK_ROE).
MSH,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,POTENTIAL_COMPOUNDER,READY,84955.25110888547,64.68729171131565,30.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 64.7%) đạt/vượt Biên an toàn yêu cầu (30.0%).
MSN,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,WATCH,4,0,2,2,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,41116.0,-61.74,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
MSR,NORMAL_ENTERPRISE,2013,2025,13,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,2311.034280664784,-1976.99,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MST,NORMAL_ENTERPRISE,2014,2025,12,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,40809.284347487664,76.23,45.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
MTA,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,33873.451614324316,71.36,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MTB,NORMAL_ENTERPRISE,2019,2025,7,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,8221.929062471578,-19.19,43.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
MTG,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7945.235918022022,-25.86,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MTH,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,149746.54353909465,83.31,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
MTL,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,1079.1281894493945,-307.74,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
MTP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,124567.86490119973,86.11,41.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
MTS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,13080.938774065546,33.49,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
MTV,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,15012.638648393224,10.08,40.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 10.1%) chưa đạt Biên an toàn yêu cầu (40.0%).
MVB,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,46641.919032956954,69.98,50.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 70.0%) đạt/vượt Biên an toàn yêu cầu (50.0%).
MVC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,49458.59080409847,75.94,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
MVN,NORMAL_ENTERPRISE,2014,2025,12,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,10499.849388382776,-500.01,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
MWG,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,POTENTIAL_COMPOUNDER,READY,70745.34297602678,-0.7840191320595832,36.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (POTENTIAL_COMPOUNDER) nhưng mức giá hiện tại (MOS -0.8%) chưa đạt Biên an toàn yêu cầu (36.0%).
MZG,NORMAL_ENTERPRISE,2022,2025,4,PARTIAL,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,10739.591221966251,-15.46,45.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
NAB,BANK,2011,2025,15,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,WATCH,WATCH,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,21616.75650670095,48.18834177769395,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 48.2%) đạt/vượt Biên an toàn yêu cầu (35.0%).
NAC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,138745.05292920786,99.06,38.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (EXCESSIVE_DEBT_LEVERAGE).
NAF,NORMAL_ENTERPRISE,2012,2025,14,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,WATCH,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,21318.664041423363,-125.1548216470474,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
NAG,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7955.341732609673,18.29,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
NAP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,16392.15134240878,32.28466619093033,30.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NAS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,22622.687345083694,-33.94,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
NAU,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,6999.750418050126,28.57,45.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NAV,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,37229.92253600411,62.93304132810276,45.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
NAW,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,45011.76405189988,80.45,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
NBB,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,8334.806334746936,-98.56,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, INVENTORY_BUILDUP, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
NBC,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,59434.88867339863,87.38,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
NBE,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,WATCH,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,12949.538273392734,34.36,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
NBP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,5166.390891052823,-45.17,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
NBT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,41505.23212351379,66.27,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 66.3%) đạt/vượt Biên an toàn yêu cầu (35.0%).
NBW,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,WATCH,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,4995.742472125806,-480.49429412761185,30.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -480.5%) chưa đạt Biên an toàn yêu cầu (30.0%).
NCG,NORMAL_ENTERPRISE,2021,2025,5,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,58657.02383537644,81.25,46.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
NCS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,AVERAGE_BUSINESS,READY,110444.67710708696,69.49,38.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (UNSTABLE_EARNINGS_HISTORY).
NCT,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,199340.74893588282,57.861099424775276,25.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 57.9%) đạt/vượt Biên an toàn yêu cầu (25.0%).
ND2,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,36564.755533034695,10.3,41.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NDC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,COMPOUNDER,READY,275363.2315857403,48.25,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 48.2%) đạt/vượt Biên an toàn yêu cầu (35.0%).
NDF,NORMAL_ENTERPRISE,2016,2017,2,INSUFFICIENT,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,INSUFFICIENT_DATA,READY,10533.013729505521,91.46,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, UNSTABLE_EARNINGS_HISTORY)."
NDN,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,10294.612016504683,17.43,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
NDP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,1,2,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,2333.250139350042,-748.6,46.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NDT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,84670.05794141404,94.57,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
NDW,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,18876.87794955209,-2.77,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NDX,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,1294.9538273392734,-363.34,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
NED,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,12358.755974861971,54.69,43.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NET,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,110171.97452330621,45.539688963904915,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 45.5%) chưa đạt Biên an toàn yêu cầu (50.0%).
NFC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,50003.6789884783,-3.992348266977895,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -4.0%) chưa đạt Biên an toàn yêu cầu (50.0%).
NGC,NORMAL_ENTERPRISE,2016,2022,7,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,182194.75253533162,99.34,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
