symbol,archetype,history_start,history_end,history_years,data_readiness,financial_quality,earnings_quality,cash_flow_quality,balance_sheet,debt_liquidity,capital_efficiency,capital_allocation,dilution,accounting_consistency,forensic_findings_count,critical_findings,high_findings,medium_findings,deterioration_classification,value_trap,compounder_classification,valuation_status,base_iv,actual_mos,required_mos,mos_gate,final_decision,decision_reason
NHA,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,8753.605892994463,17.63,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 17.6%) chưa đạt Biên an toàn yêu cầu (50.0%).
NHC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,26258.7859432686,23.454191509746455,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 23.5%) chưa đạt Biên an toàn yêu cầu (50.0%).
NHH,NORMAL_ENTERPRISE,2015,2025,11,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,11240.699050562709,13.26,40.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 13.3%) chưa đạt Biên an toàn yêu cầu (40.0%).
NHT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,POTENTIAL_COMPOUNDER,READY,36150.794346554714,69.02,40.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 69.0%) đạt/vượt Biên an toàn yêu cầu (40.0%).
NHV,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
NJC,NORMAL_ENTERPRISE,2017,2025,8,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,26851.346877554606,57.92,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
NKG,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,12021.432736141847,15.15,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
NLG,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,WATCH,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,14089.638489267203,-75.31,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
NLS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,WATCH,WATCH,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,28393.790276588268,80.63,38.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 80.6%) đạt/vượt Biên an toàn yêu cầu (38.0%).
NNC,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,137944.48379274659,72.31,45.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 72.3%) đạt/vượt Biên an toàn yêu cầu (45.0%).
NNT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,COMPOUNDER,READY,67870.10134407337,10.12,41.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (COMPOUNDER) nhưng mức giá hiện tại (MOS 10.1%) chưa đạt Biên an toàn yêu cầu (41.0%).
NO1,NORMAL_ENTERPRISE,2021,2025,5,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
NOS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,16499.833054073137,96.36,45.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (UNSTABLE_EARNINGS_HISTORY).
NQB,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,34749.00147476983,78.13,35.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NQN,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,105913.7010234331,89.8,35.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NRC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,11746.8813711122,60.84,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, UNSTABLE_EARNINGS_HISTORY)."
NSC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,99328.8447106829,35.06,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 35.1%) chưa đạt Biên an toàn yêu cầu (50.0%).
NSG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
NSH,NORMAL_ENTERPRISE,2015,2025,11,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,4251.7954648079185,1.22,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
NSL,NORMAL_ENTERPRISE,2017,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,2071.9261237428373,-648.1,43.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -648.1%) chưa đạt Biên an toàn yêu cầu (43.0%).
NSS,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,4400.328539502385,15.92,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NST,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,28643.97150816514,57.41,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
NT2,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,POTENTIAL_COMPOUNDER,READY,20557.654838603532,0.2804543565702237,30.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (POTENTIAL_COMPOUNDER) nhưng mức giá hiện tại (MOS 0.3%) chưa đạt Biên an toàn yêu cầu (30.0%).
NTC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,PASS,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,-17756.42120499091,,0.0,UNKNOWN,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (EXCESSIVE_DEBT_LEVERAGE).
NTH,NORMAL_ENTERPRISE,2017,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,56186.51590598936,11.010677217182447,25.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 11.0%) chưa đạt Biên an toàn yêu cầu (25.0%).
NTL,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,14194.407501932394,10.18,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, INVENTORY_BUILDUP)."
NTP,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,29067.168670988805,-85.4325772492462,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -85.4%) chưa đạt Biên an toàn yêu cầu (50.0%).
NTT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,16855.917381881376,44.23,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
NTW,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,32373.845683481835,48.72,35.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NUE,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,12949.538273392734,22.78,35.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NVB,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7890.9865385029925,-48.27,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
NVL,NORMAL_ENTERPRISE,2013,2025,13,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,WATCH,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7736.247194174077,-57.7,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, INVENTORY_BUILDUP, WEAK_PROFITABILITY_ROE)."
NVP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,48607.95165021963,74.08,40.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NVT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,30131.558978754932,75.77,48.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
NWT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,12580.881603586256,75.36,43.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
NXT,NORMAL_ENTERPRISE,2018,2024,7,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,10235.889987540835,63.85,40.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
OCB,BANK,2010,2025,16,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,16681.6666843431,38.85503053736587,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 38.9%) đạt/vượt Biên an toàn yêu cầu (35.0%).
OCH,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,WATCH,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,9718.391208661897,36.2,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
ODE,NORMAL_ENTERPRISE,2019,2025,7,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,3496.7367703212176,-1201.21,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
OGC,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,WATCH,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,5917.780813927579,64.18,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
OIL,NORMAL_ENTERPRISE,2014,2025,12,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7254.489505816562,-90.23,46.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
ONE,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,27517.76883095956,68.38,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
ONW,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,24175.84216334208,75.18,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
OPC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,8484.876871801791,-135.71,38.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -135.7%) chưa đạt Biên an toàn yêu cầu (38.0%).
ORS,SECURITIES,2011,2025,15,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,12230.771284562854,-6.29,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_SECURITIES_ROE).
PAC,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,WATCH,PASS,WATCH,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,INCOMPLETE,-10478.601978588755,,0.0,UNKNOWN,WAIT_FOR_MOS,Doanh nghiệp chất lượng ổn định nhưng chưa có định giá chuẩn để xác định Biên an toàn.
PAI,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,3216.9939960842626,-276.13,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
PAN,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,WATCH,4,0,2,2,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,674559.1743427328,97.3019416691303,25.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
PAP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,38122.994141065676,23.93,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
PAS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,84501.04966754449,97.4,41.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
PAT,NORMAL_ENTERPRISE,2018,2025,8,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,POTENTIAL_COMPOUNDER,READY,268610.4448471394,74.05,30.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 74.0%) đạt/vượt Biên an toàn yêu cầu (30.0%).
PBC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,133.50126154529852,-3795.09,45.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
PBP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,WATCH,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,52639.13629764936,80.81275508988352,50.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 80.8%) đạt/vượt Biên an toàn yêu cầu (50.0%).
PBT,NORMAL_ENTERPRISE,2017,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,13319.525081203956,10.66,41.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
PC1,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,WATCH,PASS,UNKNOWN,WATCH,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,INCOMPLETE,-5953.260788709503,,0.0,UNKNOWN,WAIT_FOR_MOS,Doanh nghiệp chất lượng ổn định nhưng chưa có định giá chuẩn để xác định Biên an toàn.
PCC,NORMAL_ENTERPRISE,2017,2025,8,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,285941.55905542243,92.45,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
PCE,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,WATCH,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,29808.19271953758,38.27200403216716,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
PCF,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
PCG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
PCH,NORMAL_ENTERPRISE,2020,2025,6,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,3,0,1,2,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,13522.084102477818,-34.59,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
PCM,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,8058.61405444736,-55.11,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
