symbol,archetype,history_years,data_readiness,economic_quality,earnings_durability,earnings_quality,balance_sheet,capital_allocation,dilution,accounting_consistency,critical_findings,high_findings,value_trap,compounder_class,decision_state
HBH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HBS,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HC3,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HCC,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HCD,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HCI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HCM,SECURITIES,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HCT,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HD6,NORMAL_ENTERPRISE,8,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HDA,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HDB,BANK,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
HDC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HDG,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
HDM,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HDP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,PASS,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HDW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HEC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HEJ,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HEP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HES,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HEV,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HFB,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HFC,NORMAL_ENTERPRISE,9,READY,FAIL,WATCH,FAIL,WATCH,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HFX,NORMAL_ENTERPRISE,9,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HGM,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,COMPOUNDER,BUY
HGT,NORMAL_ENTERPRISE,6,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HHB,NORMAL_ENTERPRISE,1,INSUFFICIENT,WATCH,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,INSUFFICIENT_DATA,REVIEW_BUSINESS
HHC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HHG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HHN,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HHP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,UNKNOWN,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HHS,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HHV,NORMAL_ENTERPRISE,12,READY,FAIL,PASS,UNKNOWN,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HII,NORMAL_ENTERPRISE,12,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HIO,NORMAL_ENTERPRISE,4,PARTIAL,FAIL,PASS,WATCH,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HJC,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HJS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HKB,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HKT,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HLA,NORMAL_ENTERPRISE,5,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HLB,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,COMPOUNDER,BUY
HLC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HLD,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HLO,NORMAL_ENTERPRISE,4,PARTIAL,WATCH,PASS,WATCH,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
HLS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
HLT,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HLY,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HMC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HMD,NORMAL_ENTERPRISE,2,INSUFFICIENT,PASS,FAIL,PASS,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,INSUFFICIENT_DATA,AVOID
HMH,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HMR,NORMAL_ENTERPRISE,6,READY,FAIL,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HMS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HNA,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HNB,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HND,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HNF,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HNG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HNI,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
HNM,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HNP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HNR,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HOM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HOT,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HPA,NORMAL_ENTERPRISE,4,PARTIAL,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
HPB,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,WATCH,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HPD,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,COMPOUNDER,BUY
HPG,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
HPH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HPI,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HPP,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HPT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HPW,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HPX,NORMAL_ENTERPRISE,11,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HQC,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HRB,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
HRC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HSA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HSG,NORMAL_ENTERPRISE,15,READY,PASS,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HSL,NORMAL_ENTERPRISE,11,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HSM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HSP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HSV,NORMAL_ENTERPRISE,8,READY,FAIL,WATCH,FAIL,FAIL,PASS,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HT1,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HTC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HTE,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HTG,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HTI,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HTL,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HTM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HTN,NORMAL_ENTERPRISE,11,READY,PASS,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HTP,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HTT,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HTV,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,WATCH,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HU1,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HU3,NORMAL_ENTERPRISE,8,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HU4,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HUB,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
HUG,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,WATCH,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
HUT,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HVA,NORMAL_ENTERPRISE,13,READY,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HVH,NORMAL_ENTERPRISE,12,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HVN,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HVT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
HVX,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HWS,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,WATCH,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
IBD,NORMAL_ENTERPRISE,6,READY,FAIL,PASS,WATCH,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ICC,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ICF,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
ICG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ICI,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ICN,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ICT,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
IDC,NORMAL_ENTERPRISE,12,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
IDI,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
IDJ,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
IDP,NORMAL_ENTERPRISE,8,READY,PASS,WATCH,PASS,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
IDV,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
IFS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,COMPOUNDER,WAIT_FOR_MOS
IJC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ILA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ILB,NORMAL_ENTERPRISE,8,READY,PASS,PASS,PASS,WATCH,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
ILC,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ILS,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
IME,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
IMP,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
INC,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
INN,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
IPA,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,WATCH,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
IRC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ISG,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ISH,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,COMPOUNDER,BUY
IST,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ITA,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ITC,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
ITQ,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ITS,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,PASS,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
IVS,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
JOS,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
JVC,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
KBC,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,WATCH,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
KCB,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KDC,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
KDH,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,WATCH,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
KDM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KGM,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KHD,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,PASS,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
KHG,NORMAL_ENTERPRISE,8,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
KHP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KHS,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,FAIL,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KHW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
KHX,NORMAL_ENTERPRISE,1,INSUFFICIENT,FAIL,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,INSUFFICIENT_DATA,AVOID
KIP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KKC,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KLB,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
KMR,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KMT,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KOS,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KPF,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
