symbol,archetype,history_years,data_readiness,economic_quality,earnings_durability,earnings_quality,balance_sheet,capital_allocation,dilution,accounting_consistency,critical_findings,high_findings,value_trap,compounder_class,decision_state
VPC,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
VPD,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
VPG,NORMAL_ENTERPRISE,11,READY,FAIL,WATCH,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VPH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VPI,NORMAL_ENTERPRISE,11,READY,WATCH,WATCH,UNKNOWN,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
VPL,NORMAL_ENTERPRISE,14,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,WATCH,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VPR,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VPS,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VPW,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VPX,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
VQC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
VRC,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VRE,NORMAL_ENTERPRISE,14,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VRG,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VSA,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VSC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
VSE,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VSF,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VSG,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VSH,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VSI,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VSM,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
VSN,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VST,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,WATCH,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VTA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
VTB,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VTC,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTD,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
VTE,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VTG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,PASS,WATCH,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTI,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VTJ,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTK,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTM,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,PASS,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTO,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VTP,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
VTQ,NORMAL_ENTERPRISE,7,READY,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTR,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VTV,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
VTX,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VUA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VVN,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VVS,NORMAL_ENTERPRISE,6,READY,WATCH,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
VWS,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VXB,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VXP,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
VXT,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
WCS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
WSB,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
WSS,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
WTC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
X20,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,PASS,WATCH,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
X77,NORMAL_ENTERPRISE,1,INSUFFICIENT,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,INSUFFICIENT_DATA,AVOID
XDH,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
XHC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
XLV,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
XMC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
XMD,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
XMP,NORMAL_ENTERPRISE,8,READY,WATCH,WATCH,PASS,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
XPH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
YBC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
YBM,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
YEG,NORMAL_ENTERPRISE,14,READY,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,WATCH,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
YTC,NORMAL_ENTERPRISE,9,READY,PASS,PASS,PASS,FAIL,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
